Date,Open,High,Low,Close,Volume,Returns,Volatility_7d,Volatility_30d,SMA_7,SMA_30,SMA_90,Daily_Range,Daily_Range_Pct,Year,Month,Day_of_Week,Quarter
2020-06-07,9750.7,9801.19,9658.72,9782.58,32766.08,0.003264175633212571,0.03002497268679638,0.037663483010943466,9687.302857142857,9395.983666666667,,142.47000000000116,1.4563642720018766,2020,6,6,2
2020-06-08,9782.58,9884.83,9604.13,9779.7,38753.41,-0.00029444420801733425,0.010903577683464262,0.03370349915799704,9723.867142857143,9430.805333333332,,280.7000000000007,2.870231193185892,2020,6,0,2
2020-06-09,9779.7,9990.4,9708.63,9891.84,40206.35,0.011401366112125225,0.010389432299903245,0.03344641045818383,9756.121428571429,9474.904000000002,,281.77000000000044,2.8485094785196727,2020,6,1,2
2020-06-10,9891.84,9970.77,9093.42,9268.13,86717.5,-0.0651285416112473,0.02694177344455969,0.03545105083428646,9680.91857142857,9489.802333333331,,877.3500000000004,9.46631089550967,2020,6,2,2
2020-06-11,9268.13,9548.13,9238.24,9464.23,40820.42,0.020937795770742864,0.028503340067487448,0.034221685876796616,9658.377142857144,9494.695333333333,,309.8899999999994,3.2743287092557916,2020,6,3,2
2020-06-12,9464.23,9492.0,9363.89,9474.65,16597.62,0.0011003819709943178,0.028367409401507504,0.03293437743119073,9630.261428571428,9484.07733333333,,128.11000000000058,1.3521343796340823,2020,6,4,2
2020-06-13,9474.65,9479.56,9251.02,9333.7,19334.41,-0.014988304522516007,0.02820698386749286,0.03171782761370726,9570.69,9484.811,,228.53999999999905,2.4485466642381803,2020,6,5,2
2020-06-14,9333.7,9498.69,8909.5,9429.65,66872.84,0.010227473918301807,0.02871637175254966,0.03173906479559188,9520.271428571428,9486.230000000001,,589.1900000000005,6.248270084255519,2020,6,6,2
2020-06-15,9429.65,9585.17,9383.33,9526.7,39887.07,0.010239402409786874,0.0292895748017418,0.03130855376259466,9484.128571428571,9481.434666666668,,201.84000000000015,2.118676981536105,2020,6,0,2
2020-06-16,9526.7,9550.06,9243.06,9459.13,34516.51,-0.007117970116527798,0.028519784826945217,0.03131076955762157,9422.312857142857,9472.648,,307.0,3.2455416090063256,2020,6,1,2
2020-06-17,9459.13,9480.04,9276.18,9380.67,25143.4,-0.008329223622614526,0.012734002101337112,0.031311781725930805,9438.39,9459.330333333335,,203.86000000000058,2.173192319951566,2020,6,2,2
2020-06-18,9380.67,9419.99,9239.58,9301.83,31669.73,-0.008440034043406644,0.009863955557946497,0.030937778074374152,9415.19,9452.409666666668,,180.40999999999985,1.9395108274393305,2020,6,3,2
2020-06-19,9301.83,9394.04,9179.1,9359.18,19608.75,0.006146524818934487,0.010341431909081364,0.02960786416733055,9398.694285714286,9462.412000000002,,214.9400000000005,2.296568716490125,2020,6,4,2
2020-06-20,9359.18,9418.22,9282.53,9292.81,13199.69,-0.007116696944610862,0.009003661780060832,0.029567204169068433,9392.852857142858,9466.481,,135.6899999999987,1.4601611353293429,2020,6,5,2
2020-06-21,9292.81,9774.79,9283.26,9691.61,41271.48,0.04201957990239572,0.018452323350245978,0.030527199445246796,9430.275714285715,9483.328333333333,,491.53000000000065,5.071706352195359,2020,6,6,2
2020-06-22,9691.61,9720.11,9580.47,9624.3,30724.93,-0.006969412515611385,0.01861486324215702,0.028835618760690764,9444.218571428572,9513.521999999999,,139.64000000000124,1.450910715584523,2020,6,0,2
2020-06-23,9624.3,9664.38,9206.05,9292.94,49186.2,-0.03503617817461886,0.023187296835550566,0.029462606821441382,9420.477142857142,9526.570666666667,,458.3299999999999,4.93202366527708,2020,6,1,2
2020-06-24,9292.94,9335.65,9000.53,9241.32,47297.43,-0.005570239488405459,0.0230956028017006,0.029455186357495607,9400.570000000002,9539.798,,335.119999999999,3.62632178087112,2020,6,2,2
2020-06-25,9241.32,9289.32,9041.42,9158.07,40519.91,-0.009049274797344818,0.02312443943295827,0.0285953249272402,9380.032857142856,9538.246333333334,,247.89999999999964,2.7069022184805274,2020,6,3,2
2020-06-26,9158.07,9190.27,8867.34,9007.14,28152.32,-0.016617861648994953,0.023350498413362532,0.027710412539217452,9329.74142857143,9519.160666666667,,322.9300000000003,3.5852667994502174,2020,6,4,2
2020-06-27,9007.14,9189.74,8946.05,9120.39,19775.94,0.012494970182816726,0.024279066703251532,0.02769823820708709,9305.11,9509.019666666665,,243.6900000000005,2.6719252137244185,2020,6,5,2
2020-06-28,9120.39,9234.33,9026.42,9187.07,31119.19,0.007284494392768224,0.015631324044086712,0.027171908928017987,9233.032857142858,9491.929333333333,,207.90999999999985,2.2630719043176972,2020,6,6,2
2020-06-29,9187.07,9200.99,9068.77,9136.47,23376.63,-0.00552296429854563,0.01565117777889345,0.026796680001886473,9163.342857142856,9481.462666666666,,132.21999999999935,1.4471672319834614,2020,6,0,2
2020-06-30,9136.47,9299.67,9097.33,9238.89,29846.4,0.011147652143252517,0.011166697224318008,0.022482128458464354,9155.621428571427,9449.051333333333,,202.34000000000015,2.1900899350463114,2020,6,1,2
2020-07-01,9238.89,9267.84,8954.67,9092.8,37657.49,-0.015938857006572188,0.01250700692805215,0.018860903762062085,9134.404285714285,9434.686333333335,,313.1700000000001,3.4441536160478634,2020,7,2,3
2020-07-02,9092.8,9127.05,9047.38,9066.46,21807.46,-0.002901001304314944,0.012166474044697093,0.01860615070101186,9121.317142857142,9414.699666666666,,79.67000000000007,0.8787332652435469,2020,7,3,3
2020-07-03,9066.46,9195.91,9052.4,9142.2,16185.04,0.008319166464822038,0.010519724177502418,0.018488251826509712,9140.611428571428,9392.954666666667,,143.51000000000022,1.569753451029295,2020,7,4,3
2020-07-04,9142.2,9152.87,8935.9,9081.44,17548.22,-0.006668286373768549,0.009843424385316131,0.01827772878464294,9135.047142857142,9374.935333333333,,216.97000000000116,2.3891585475431336,2020,7,5,3
2020-07-05,9081.44,9372.09,9067.64,9347.05,36844.23,0.02882801514861937,0.01482896201372369,0.019087471577975443,9157.901428571427,9364.121666666666,,304.4500000000007,3.2571773982165575,2020,7,6,3
2020-07-06,9347.05,9378.69,9208.31,9257.32,25836.94,-0.009646195573780181,0.01527439976959325,0.019065235571599445,9175.165714285713,9347.675666666666,,170.38000000000102,1.8404894721150509,2020,7,0,3
2020-07-07,9257.32,9471.65,9236.9,9439.2,37422.23,0.0194566408812749,0.01639652509150114,0.019437105952014713,9203.781428571428,9336.229666666668,,234.75,2.4869692346809047,2020,7,1,3
2020-07-08,9439.2,9441.67,9171.37,9238.95,30177.18,-0.02144298797071672,0.017551042247758015,0.019783883376849463,9224.66,9318.204666666667,,270.2999999999993,2.9256571363628905,2020,7,2,3
2020-07-09,9238.95,9317.31,9128.71,9288.57,24422.31,0.005356369188747166,0.017421967652969272,0.01967425923909666,9256.390000000001,9298.095666666666,,188.60000000000036,2.0304524808447413,2020,7,3,3
2020-07-10,9288.57,9302.22,9188.13,9237.13,11785.42,-0.005553380676669826,0.017565203675521984,0.015697511664864498,9269.951428571429,9297.062333333333,,114.09000000000015,1.2351238967081783,2020,7,4,3
2020-07-11,9237.13,9339.99,9169.13,9300.95,16385.5,0.006885314134900771,0.01726226017938038,0.015251047887704084,9301.31,9291.619666666666,,170.86000000000058,1.8370166488369528,2020,7,5,3
2020-07-12,9300.95,9336.42,9201.18,9237.89,25872.33,-0.006803040881564085,0.013322395013748205,0.015289232504839994,9285.715714285714,9283.727666666668,9006.996777777777,135.23999999999978,1.463970668626708,2020,7,6,3
2020-07-13,9237.89,9279.57,9109.7,9256.07,25865.27,0.0019660479265660442,0.012880508470355014,0.015059990565641156,9285.537142857142,9281.140000000001,9036.180444444444,169.86999999999898,1.8352281259757002,2020,7,0,3
2020-07-14,9256.07,9272.57,9160.89,9193.22,23480.12,-0.006813296677526366,0.009692819419297633,0.014971177025117247,9250.397142857142,9273.258999999998,9059.276777777779,111.68000000000029,1.2148083043808404,2020,7,1,3
2020-07-15,9193.22,9216.53,9029.17,9133.23,27882.77,-0.006546845054009877,0.006156910645506017,0.014855806653532085,9235.294285714286,9260.143333333333,9082.566888888889,187.36000000000058,2.0514100706978864,2020,7,2,3
2020-07-16,9133.23,9183.08,9080.61,9156.79,20542.6,0.0025762697942340487,0.005703010952487634,0.014832691462486771,9216.468571428572,9250.065333333332,9103.594666666668,102.46999999999935,1.119060282042062,2020,7,3,3
2020-07-17,9156.79,9205.94,9125.92,9177.22,11952.82,0.002228645937913303,0.005662625077878127,0.014779987936225166,9207.91,9243.283666666666,9126.309555555556,80.02000000000044,0.8719416119478496,2020,7,4,3
2020-07-18,9177.22,9238.3,9113.41,9216.02,12797.83,0.004218947564622714,0.005112259386599613,0.014732934868244865,9195.777142857143,9240.423333333332,9152.682555555557,124.88999999999942,1.3551402883240207,2020,7,5,3
2020-07-19,9216.02,9224.76,9136.9,9164.42,18729.9,-0.005614679034429847,0.0049154061718939355,0.014711699487056133,9185.281428571428,9233.931333333334,9178.341555555557,87.86000000000058,0.9587076978139433,2020,7,6,3
2020-07-20,9164.42,9435.55,9162.25,9392.83,34505.35,0.02461803720890529,0.010996410217664471,0.015361067800644673,9204.81857142857,9237.265333333333,9203.424,273.2999999999993,2.9096662028376885,2020,7,0,3
2020-07-21,9392.83,9551.87,9289.85,9537.24,29959.04,0.01525750316186571,0.011178985123358564,0.01352556042376006,9253.964285714286,9232.119666666666,9226.179444444444,262.02000000000044,2.7473357071857314,2020,7,1,3
2020-07-22,9537.24,9675.5,9458.25,9615.21,43462.72,0.008142084249458788,0.009901550343711327,0.013559024796014724,9322.81857142857,9231.816666666668,9249.576888888889,217.25,2.2594410314491316,2020,7,2,3
2020-07-23,9615.21,9647.83,9477.19,9550.23,33810.92,-0.006780981703606468,0.011199479375400799,0.011926764246886318,9379.024285714286,9240.393,9271.835888888889,170.63999999999942,1.786763250727987,2020,7,3,3
2020-07-24,9550.23,9744.72,9536.76,9708.41,24211.0,0.01642728221001904,0.011676135017268507,0.012187940968280762,9454.908571428572,9255.962666666666,9294.136555555555,207.95999999999913,2.1420603373775844,2020,7,4,3
2020-07-25,9708.41,10140.55,9659.08,9942.01,42161.94,0.0237766933235294,0.012887061925123448,0.012659261051026586,9558.621428571429,9282.094000000001,9318.076555555555,481.46999999999935,4.842783300358774,2020,7,5,3
2020-07-26,9942.01,11397.48,9935.51,11042.94,128836.3,0.1050220962382553,0.036168668694389165,0.022160603524607615,9826.981428571427,9349.954,9354.550111111112,1461.9699999999993,13.23895629243661,2020,7,6,3
2020-07-27,11042.94,11253.39,10590.98,10933.26,85478.78,-0.009981790361645468,0.03876190298293726,0.022340387636860956,10047.042857142858,9410.383,9378.42011111111,662.4099999999999,6.058668686192406,2020,7,0,3
2020-07-28,10933.26,11348.53,10854.04,11112.04,61949.48,0.016219685775165863,0.03873696933989429,0.022416937024772005,10272.014285714287,9474.548666666667,9405.914333333334,494.4899999999998,4.4500379768251355,2020,7,1,3
2020-07-29,11112.04,11182.76,10875.14,11113.66,45655.22,0.00014577718612858518,0.03932145990506445,0.022337233547175688,10486.078571428572,9540.454999999998,9431.298111111111,307.6200000000008,2.767945033409343,2020,7,2,3
2020-07-30,11113.66,11454.11,10981.87,11352.72,54108.77,0.02128238044989514,0.037439421700312114,0.02248562279008478,10743.577142857142,9610.916000000001,9457.649333333333,472.2399999999998,4.159707981875707,2020,7,3,3
2020-07-31,11352.72,11874.77,11240.98,11812.42,63746.48,0.03969415751654473,0.03761508048633259,0.022831274791104368,11044.15,9701.57,9489.929666666667,633.7900000000009,5.365454326886454,2020,7,4,3
2020-08-01,11812.42,12106.89,10694.22,11063.5,63507.01,-0.06550011858130654,0.051767486498787076,0.026496577031419156,11204.362857142858,9768.138,9514.172444444444,1412.67,12.768744068332808,2020,8,5,3
2020-08-02,11063.5,11476.29,10945.66,11234.73,42060.85,0.015358471576945889,0.03385039513640844,0.026543127490968613,11231.761428571428,9837.889,9538.672222222222,530.630000000001,4.723121961987524,2020,8,6,3
2020-08-03,11234.73,11415.16,11021.07,11194.18,35052.44,-0.003615872923029236,0.03354456471184359,0.02649524801745412,11269.035714285714,9908.313666666665,9561.349777777777,394.09000000000015,3.5204901118259677,2020,8,0,3
2020-08-04,11194.18,11791.62,11095.47,11752.05,48146.58,0.048633693074722505,0.03760556279517776,0.027293349581090132,11360.465714285716,9988.480333333335,9580.817777777778,696.1500000000015,5.923647363651461,2020,8,1,3
2020-08-05,11752.05,11909.81,11577.8,11771.27,49916.86,0.0016341234381053742,0.03755793275410744,0.02712428150991469,11454.41,10072.278666666667,9602.629888888889,332.0100000000002,2.8205112957225533,2020,8,2,3
2020-08-06,11771.27,11912.62,11350.42,11603.82,55865.16,-0.014327462649197317,0.037902637741551705,0.027333095415365147,11490.281428571428,10144.432666666666,9625.548666666667,562.2000000000007,4.844956229931184,2020,8,3,3
2020-08-07,11603.82,11811.4,11534.87,11770.77,23238.62,0.01428498544670537,0.03491581267481301,0.026830108699591567,11484.33142857143,10228.826666666666,9659.278888888888,276.52999999999884,2.3492940563786298,2020,8,4,3
2020-08-08,11770.77,11802.93,11533.93,11686.34,19874.64,-0.007198701340934351,0.021013875419768027,0.026971491093599115,11573.308571428572,10308.752333333332,9693.917333333333,269.0,2.3018327380514343,2020,8,5,3
2020-08-09,11686.34,12074.31,11640.41,11897.41,56105.27,0.01790009101793472,0.02118699828679026,0.026915298514748796,11667.977142857142,10397.428333333333,9728.097666666667,433.89999999999964,3.647012248884418,2020,8,6,3
2020-08-10,11897.41,11940.4,11138.6,11389.01,62677.5,-0.043671874038058986,0.028908412092369336,0.02854894313953538,11695.81,10467.030333333334,9751.11511111111,801.7999999999993,7.0401202562821465,2020,8,0,3
2020-08-11,11389.01,11621.05,11182.8,11570.19,37568.86,0.015783107519173126,0.022006946976655537,0.028476900179484118,11669.83,10544.773666666668,9770.859555555555,438.25,3.787751108668051,2020,8,1,3
2020-08-12,11570.19,11795.34,11284.57,11790.68,42205.26,0.01887742603147446,0.023430322406288527,0.028530827827340337,11672.602857142858,10629.260666666667,9798.403888888888,510.77000000000044,4.331980852673471,2020,8,2,3
2020-08-13,11790.68,11863.43,11657.2,11774.52,37248.83,-0.001371514142307202,0.022584679845719637,0.02845014028366221,11696.988571428572,10715.304,9824.931,206.22999999999956,1.7514939037854584,2020,8,3,3
2020-08-14,11774.52,11981.62,11697.88,11860.91,31094.75,0.007310244384872174,0.022105570650148204,0.028313799540042373,11709.865714285714,10806.226666666666,9849.268222222223,283.7400000000016,2.3922279150588075,2020,8,4,3
2020-08-15,11860.91,11934.96,11701.22,11917.97,22029.01,0.004799225995490843,0.021819078697895705,0.02830009663818919,11742.955714285714,10898.266,9873.659777777777,233.73999999999978,1.9612400433966508,2020,8,5,3
2020-08-16,11917.97,12474.73,11775.66,12301.19,56064.01,0.03164866054532235,0.023921947454783186,0.028573483795687107,11800.638571428572,11002.398333333333,9901.670777777777,699.0699999999997,5.682946121472798,2020,8,6,3
2020-08-17,12301.19,12397.4,11855.24,11956.69,49904.68,-0.028405051300394245,0.018948588157196,0.029400703175808163,11881.735714285713,11093.753999999999,9928.862333333333,542.1599999999999,4.534365280023149,2020,8,0,3
2020-08-18,11956.69,12021.8,11592.2,11760.37,50094.06,-0.016555549805096326,0.020327771013520353,0.0296509033094932,11908.904285714287,11180.285666666665,9958.876333333334,429.59999999999854,3.6529462933564036,2020,8,1,3
2020-08-19,11760.37,11888.72,11679.03,11863.43,43209.58,0.00872515461649559,0.01928577726992515,0.02949109738893472,11919.297142857144,11262.639000000001,9988.795111111112,209.6899999999987,1.7675326612960895,2020,8,2,3
2020-08-20,11863.43,11882.67,11494.52,11527.35,63548.27,-0.028738086524755437,0.022348564553180017,0.030192195426707192,11883.987142857144,11328.976,10014.807999999999,388.14999999999964,3.3672092892121745,2020,8,3,3
2020-08-21,11527.35,11686.02,11379.06,11670.42,49538.11,0.012334962715755524,0.02281195731228855,0.03021063290805612,11856.774285714286,11397.483,10047.607222222221,306.96000000000095,2.6302395286545037,2020,8,4,3
2020-08-22,11670.42,11713.62,11521.6,11651.52,33405.25,-0.0016207917641046024,0.022606489711655704,0.03014728582573579,11818.710000000001,11467.526000000002,10078.163222222222,192.02000000000044,1.6480253220180752,2020,8,5,3
2020-08-23,11651.52,11827.45,11594.64,11756.4,39119.97,0.008961129552490373,0.01791129245548254,0.03009438114367882,11740.882857142857,11535.792333333335,10110.517666666667,232.8100000000013,1.9802830798543885,2020,8,6,3
2020-08-24,11756.4,11767.64,11130.36,11330.56,50836.08,-0.036894273036130826,0.01982868738937286,0.03091245796144376,11651.435714285715,11582.077333333333,10134.139222222222,637.2799999999988,5.624435155896963,2020,8,0,3
2020-08-25,11330.56,11542.65,11259.23,11466.89,27168.29,0.01196025214543059,0.02061586944755794,0.024458012309719696,11609.509999999998,11596.208999999999,10155.107888888888,283.4200000000001,2.471637907052392,2020,8,1,3
2020-08-26,11466.89,11591.64,11135.52,11331.02,40978.91,-0.011919654799608855,0.02002532619982087,0.024491251366680445,11533.451428571429,11609.467666666667,10176.290111111111,456.119999999999,4.025409892489811,2020,8,2,3
2020-08-27,11331.02,11553.81,11289.07,11535.21,30815.36,0.01785999945548719,0.019149876005885795,0.02452776355839897,11534.574285714285,11623.573333333334,10196.683777777778,264.7399999999998,2.295060081264232,2020,8,3,3
2020-08-28,11535.21,11585.98,11433.8,11480.48,16305.87,-0.00475589505761869,0.018404591714445022,0.02455165847001168,11507.44,11635.800666666668,10219.239444444445,152.1800000000003,1.3255543322230456,2020,8,4,3
2020-08-29,11480.48,11718.98,11470.07,11716.54,16398.78,0.02035331685529695,0.020322592832324883,0.024525872619748992,11516.72857142857,11647.927999999998,10235.96511111111,248.90999999999985,2.1244326396700717,2020,8,5,3
