Date,Close
2020-12-23,23724.2
2020-12-24,24707.98
2020-12-25,26445.7
2020-12-26,26249.27
2020-12-27,27039.45
2020-12-28,27360.78
2020-12-29,28889.61
2020-12-30,28972.4
2020-12-31,29388.94
2021-01-01,32203.64
2021-01-02,33063.48
2021-01-03,32030.55
2021-01-04,34038.29
2021-01-05,36849.86
2021-01-06,39479.41
2021-01-07,40636.24
2021-01-08,40236.66
2021-01-09,38202.08
2021-01-10,35496.03
2021-01-11,34058.4
2021-01-12,37380.85
2021-01-13,39155.58
2021-01-14,36790.17
2021-01-15,36025.26
2021-01-16,35839.51
2021-01-17,36623.04
2021-01-18,35932.79
2021-01-19,35501.38
2021-01-20,30840.3
2021-01-21,33008.02
2021-01-22,32107.29
2021-01-23,32283.66
2021-01-24,32275.27
2021-01-25,32516.52
2021-01-26,30423.05
2021-01-27,33443.87
2021-01-28,34252.08
2021-01-29,34317.82
2021-01-30,33143.22
2021-01-31,33535.94
2021-02-01,35524.43
2021-02-02,37677.34
2021-02-03,36983.42
2021-02-04,38310.24
2021-02-05,39267.01
2021-02-06,38868.82
2021-02-07,46437.41
2021-02-08,46509.57
2021-02-09,44854.95
2021-02-10,48006.18
2021-02-11,47435.54
2021-02-12,47222.32
2021-02-13,48652.87
2021-02-14,47936.51
2021-02-15,49184.63
2021-02-16,52154.91
2021-02-17,51591.61
2021-02-18,55933.47
2021-02-19,55900.84
2021-02-20,57469.95
2021-02-21,54121.17
2021-02-22,48898.7
2021-02-23,49738.17
2021-02-24,47082.87
2021-02-25,46324.5
2021-02-26,46191.39
2021-02-27,45261.03
2021-02-28,49635.07
2021-03-01,48501.21
2021-03-02,50392.55
2021-03-03,48363.74
2021-03-04,48775.37
2021-03-05,48892.8
2021-03-06,50964.18
2021-03-07,52405.02
2021-03-08,54928.7
2021-03-09,55893.31
2021-03-10,57809.41
2021-03-11,57256.22
2021-03-12,61179.79
2021-03-13,58998.89
2021-03-14,55665.01
2021-03-15,56925.01
2021-03-16,58909.0
2021-03-17,57643.32
2021-03-18,58060.21
2021-03-19,58101.34
2021-03-20,57374.95
2021-03-21,54095.36
2021-03-22,54355.45
2021-03-23,52303.02
2021-03-24,51336.09
2021-03-25,55055.43
2021-03-26,55863.73
2021-03-27,55781.01
2021-03-28,57626.1
2021-03-29,58781.54
2021-03-30,58793.8
2021-03-31,58730.82
2021-04-01,58987.8
2021-04-02,57074.97
2021-04-03,58219.43
2021-04-04,59119.56
2021-04-05,58010.35
2021-04-06,55951.98
2021-04-07,58084.46
2021-04-08,58106.85
2021-04-09,59784.8
2021-04-10,59980.45
2021-04-11,59845.76
2021-04-12,63558.48
2021-04-13,62964.27
2021-04-14,63233.03
2021-04-15,61416.41
2021-04-16,60056.07
2021-04-17,56246.82
2021-04-18,55680.11
2021-04-19,56496.06
2021-04-20,53803.25
2021-04-21,51717.61
2021-04-22,51178.03
2021-04-23,50115.99
2021-04-24,49120.97
2021-04-25,54062.29
2021-04-26,55073.48
2021-04-27,54877.94
2021-04-28,53581.58
2021-04-29,57757.97
2021-04-30,57843.16
2021-05-01,56623.51
2021-05-02,57195.07
2021-05-03,53244.07
2021-05-04,57506.88
2021-05-05,56441.94
2021-05-06,57374.33
2021-05-07,58943.13
2021-05-08,58294.18
2021-05-09,55870.01
2021-05-10,56747.52
2021-05-11,49504.08
2021-05-12,49700.6
2021-05-13,49887.96
2021-05-14,46775.29
2021-05-15,46490.71
2021-05-16,43552.14
2021-05-17,42886.02
2021-05-18,36771.87
2021-05-19,40597.4
2021-05-20,37350.39
2021-05-21,37491.5
2021-05-22,34716.84
2021-05-23,38837.76
2021-05-24,38387.36
2021-05-25,39295.08
2021-05-26,38538.84
2021-05-27,35680.92
2021-05-28,34611.58
2021-05-29,35662.59
2021-05-30,37290.83
2021-05-31,36683.51
2021-06-01,37576.98
2021-06-02,39229.66
2021-06-03,36861.5
2021-06-04,35538.4
2021-06-05,35798.57
2021-06-06,33582.86
2021-06-07,33409.38
2021-06-08,37391.58
2021-06-09,36680.78
2021-06-10,37339.98
2021-06-11,35541.78
2021-06-12,39017.37
2021-06-13,40526.63
2021-06-14,40161.86
2021-06-15,38345.41
2021-06-16,38082.3
2021-06-17,35830.29
2021-06-18,35515.38
2021-06-19,35602.26
2021-06-20,31652.62
2021-06-21,32537.58
2021-06-22,33678.64
2021-06-23,34649.84
2021-06-24,31593.86
2021-06-25,32307.35
2021-06-26,34713.81
2021-06-27,34487.11
2021-06-28,35901.41
2021-06-29,35056.39
2021-06-30,33543.11
2021-07-01,33804.54
2021-07-02,34682.84
2021-07-03,35287.97
2021-07-04,33702.79
2021-07-05,34237.66
2021-07-06,33880.79
2021-07-07,32874.01
2021-07-08,33804.2
2021-07-09,33515.13
2021-07-10,34249.3
2021-07-11,33088.51
2021-07-12,32737.47
2021-07-13,32820.5
2021-07-14,31867.46
2021-07-15,31401.76
2021-07-16,31546.64
2021-07-17,31806.3
2021-07-18,30847.55
2021-07-19,29795.55
2021-07-20,32139.48
2021-07-21,32299.47
2021-07-22,33637.92
2021-07-23,34282.56
2021-07-24,35369.93
2021-07-25,37269.52
2021-07-26,39496.69
2021-07-27,40030.01
2021-07-28,40030.52
2021-07-29,42231.83
2021-07-30,41474.72
2021-07-31,39870.76
2021-08-01,39158.53
2021-08-02,38189.3
2021-08-03,39738.56
2021-08-04,40888.18
2021-08-05,42852.18
2021-08-06,44617.96
2021-08-07,43827.75
2021-08-08,46292.61
2021-08-09,45601.03
2021-08-10,45556.69
2021-08-11,44425.52
2021-08-12,47832.93
2021-08-13,47102.03
2021-08-14,47015.94
2021-08-15,45927.4
2021-08-16,44684.43
2021-08-17,44714.54
2021-08-18,46761.49
2021-08-19,49336.45
2021-08-20,48867.87
2021-08-21,49289.71
2021-08-22,49521.06
2021-08-23,47690.54
2021-08-24,48996.44
2021-08-25,46852.22
2021-08-26,49088.1
2021-08-27,48918.9
2021-08-28,48794.26
2021-08-29,46993.31
2021-08-30,47159.26
2021-08-31,48840.01
2021-09-01,49280.77
2021-09-02,50019.51
2021-09-03,49935.29
2021-09-04,51784.16
2021-09-05,52693.32
2021-09-06,46856.31
2021-09-07,46073.45
2021-09-08,46392.85
2021-09-09,44853.1
2021-09-10,45166.12
2021-09-11,46049.72
2021-09-12,44958.56
2021-09-13,47129.01
2021-09-14,48148.45
2021-09-15,47764.47
2021-09-16,47297.98
2021-09-17,48312.46
2021-09-18,47251.76
2021-09-19,42925.46
2021-09-20,40709.59
2021-09-21,43576.15
2021-09-22,44893.87
2021-09-23,42848.41
2021-09-24,42721.91
2021-09-25,43201.79
2021-09-26,42187.51
2021-09-27,41056.79
2021-09-28,41539.43
2021-09-29,43829.34
2021-09-30,48164.35
2021-10-01,47669.02
2021-10-02,48234.05
2021-10-03,49276.91
2021-10-04,51504.27
2021-10-05,55345.85
2021-10-06,53797.21
2021-10-07,53949.29
2021-10-08,54968.04
2021-10-09,54700.24
2021-10-10,57498.8
2021-10-11,56010.9
2021-10-12,57369.0
2021-10-13,57359.21
2021-10-14,61684.96
2021-10-15,60877.77
2021-10-16,61520.54
2021-10-17,62038.16
2021-10-18,64283.97
2021-10-19,66021.02
2021-10-20,62283.96
2021-10-21,60693.59
2021-10-22,61313.09
2021-10-23,60863.56
2021-10-24,63089.04
2021-10-25,60315.68
2021-10-26,58464.42
2021-10-27,60610.11
2021-10-28,62282.5
2021-10-29,61891.91
2021-10-30,61349.75
2021-10-31,60960.98
2021-11-01,63260.05
2021-11-02,62929.93
2021-11-03,61448.47
2021-11-04,61019.66
2021-11-05,61529.76
2021-11-06,63302.78
2021-11-07,67549.14
2021-11-08,66939.24
2021-11-09,64926.06
2021-11-10,64820.8
2021-11-11,64156.3
2021-11-12,64409.56
2021-11-13,65509.06
2021-11-14,63614.06
2021-11-15,60108.9
2021-11-16,60365.6
2021-11-17,56930.68
2021-11-18,58136.22
2021-11-19,59769.66
2021-11-20,58700.83
2021-11-21,56303.06
2021-11-22,57566.6
2021-11-23,57175.09
2021-11-24,58966.99
2021-11-25,53788.22
2021-11-26,54805.03
2021-11-27,57331.41
2021-11-28,57839.55
2021-11-29,56975.35
2021-11-30,57227.97
2021-12-01,56522.76
2021-12-02,53663.25
2021-12-03,49243.39
2021-12-04,49465.5
2021-12-05,50552.83
2021-12-06,50633.01
2021-12-07,50513.04
2021-12-08,47593.85
2021-12-09,47191.14
2021-12-10,49398.4
2021-12-11,50109.99
2021-12-12,46731.03
2021-12-13,48387.69
2021-12-14,48885.05
2021-12-15,47635.92
2021-12-16,46164.14
2021-12-17,46861.62
2021-12-18,46697.13
2021-12-19,46913.54
2021-12-20,48917.48
2021-12-21,48614.97
2021-12-22,50830.2
2021-12-23,50840.36
2021-12-24,50431.63
2021-12-25,50790.88
2021-12-26,50714.73
2021-12-27,47536.39
2021-12-28,46471.7
2021-12-29,47129.66
2021-12-30,46197.31
2021-12-31,47737.35
2022-01-01,47306.41
2022-01-02,46450.79
2022-01-03,45824.54
2022-01-04,43432.51
2022-01-05,43094.54
2022-01-06,41543.79
2022-01-07,41686.67
2022-01-08,41869.6
2022-01-09,41832.59
2022-01-10,42743.03
2022-01-11,43919.67
2022-01-12,42575.61
2022-01-13,43089.83
2022-01-14,43088.74
2022-01-15,43100.36
2022-01-16,42224.38
2022-01-17,42372.75
2022-01-18,41674.8
2022-01-19,40697.03
2022-01-20,36469.3
2022-01-21,35075.92
2022-01-22,36288.15
2022-01-23,36702.79
2022-01-24,36975.99
2022-01-25,36829.37
2022-01-26,37189.85
2022-01-27,37744.7
2022-01-28,38184.86
2022-01-29,37908.44
2022-01-30,38494.66
2022-01-31,38721.49
2022-02-01,36918.19
2022-02-02,37328.64
2022-02-03,41590.34
2022-02-04,41418.21
2022-02-05,42412.41
2022-02-06,43861.07
2022-02-07,44080.12
2022-02-08,44422.91
2022-02-09,43531.67
2022-02-10,42398.98
2022-02-11,42239.01
2022-02-12,42069.84
2022-02-13,42552.28
2022-02-14,44576.33
2022-02-15,43896.34
2022-02-16,40545.09
2022-02-17,39994.66
2022-02-18,40107.12
2022-02-19,38397.25
2022-02-20,37037.39
2022-02-21,38267.75
2022-02-22,37270.85
2022-02-23,38353.62
2022-02-24,39239.77
2022-02-25,39134.83
2022-02-26,37714.96
2022-02-27,43189.46
2022-02-28,44428.47
2022-03-01,43935.37
2022-03-02,42474.37
2022-03-03,39154.4
2022-03-04,39407.02
2022-03-05,38428.92
2022-03-06,38030.63
2022-03-07,38748.52
2022-03-08,41962.85
2022-03-09,39443.42
2022-03-10,38741.03
2022-03-11,38805.53
2022-03-12,37796.31
2022-03-13,39696.28
2022-03-14,39314.86
2022-03-15,41133.64
2022-03-16,40956.79
2022-03-17,41790.97
2022-03-18,42235.02
2022-03-19,41243.16
2022-03-20,41043.9
2022-03-21,42380.11
2022-03-22,42904.1
2022-03-23,44006.77
2022-03-24,44331.36
2022-03-25,44542.31
2022-03-26,46842.14
2022-03-27,47128.71
2022-03-28,47445.3
2022-03-29,47056.41
2022-03-30,45522.65
2022-03-31,46299.75
2022-04-01,45822.28
2022-04-02,46414.26
2022-04-03,46609.36
2022-04-04,45501.58
2022-04-05,43177.78
2022-04-06,43466.21
2022-04-07,42273.38
2022-04-08,42768.61
2022-04-09,42153.77
2022-04-10,39536.71
2022-04-11,40086.66
2022-04-12,41150.33
2022-04-13,39951.63
2022-04-14,40563.69
2022-04-15,40392.55
2022-04-16,39688.16
2022-04-17,40811.03
2022-04-18,41504.44
2022-04-19,41375.35
2022-04-20,40490.97
2022-04-21,39716.04
2022-04-22,39445.97
2022-04-23,39466.26
2022-04-24,40437.52
2022-04-25,38117.39
2022-04-26,39252.04
2022-04-27,39749.75
2022-04-28,38594.22
2022-04-29,37650.13
2022-04-30,38480.53
2022-05-01,38513.01
2022-05-02,37725.38
2022-05-03,39680.21
2022-05-04,36546.86
2022-05-05,36009.89
2022-05-06,35469.21
2022-05-07,34033.77
2022-05-08,30076.9
2022-05-09,31013.12
2022-05-10,29017.21
2022-05-11,28915.72
2022-05-12,29244.83
2022-05-13,30050.31
2022-05-14,31296.11
2022-05-15,29838.5
2022-05-16,30415.91
2022-05-17,28667.29
2022-05-18,30282.48
2022-05-19,29166.15
2022-05-20,29410.72
2022-05-21,30264.29
2022-05-22,29075.68
2022-05-23,29630.05
2022-05-24,29508.27
2022-05-25,29188.71
2022-05-26,28597.33
2022-05-27,29013.53
2022-05-28,29452.23
2022-05-29,31716.41
2022-05-30,31782.16
2022-05-31,29789.58
2022-06-01,30439.63
2022-06-02,29680.3
2022-06-03,29845.48
2022-06-04,29897.9
2022-06-05,31353.78
2022-06-06,31111.75
2022-06-07,30189.27
2022-06-08,30082.94
2022-06-09,29067.38
2022-06-10,28389.49
2022-06-11,26587.35
2022-06-12,22471.59
2022-06-13,22118.37
2022-06-14,22566.73
2022-06-15,20372.85
2022-06-16,20432.26
2022-06-17,18954.25
2022-06-18,20553.48
2022-06-19,20550.91
2022-06-20,20699.21
2022-06-21,19956.16
2022-06-22,21098.41
2022-06-23,21219.46
2022-06-24,21474.19
2022-06-25,21031.85
2022-06-26,20718.16
2022-06-27,20251.96
2022-06-28,20094.16
2022-06-29,19908.49
2022-06-30,19249.33
2022-07-01,19225.66
2022-07-02,19294.21
2022-07-03,20212.81
2022-07-04,20158.69
2022-07-05,20545.04
2022-07-06,21611.8
2022-07-07,21592.65
2022-07-08,21582.17
2022-07-09,20846.53
2022-07-10,19944.25
2022-07-11,19309.71
2022-07-12,20230.81
2022-07-13,20577.38
2022-07-14,20827.27
2022-07-15,21199.01
2022-07-16,20792.81
2022-07-17,22447.39
2022-07-18,23399.91
2022-07-19,23222.77
2022-07-20,23153.54
2022-07-21,22686.32
2022-07-22,22452.14
2022-07-23,22585.4
2022-07-24,21305.59
2022-07-25,21258.08
2022-07-26,22960.19
2022-07-27,23855.65
2022-07-28,23769.15
2022-07-29,23646.03
2022-07-30,23308.14
2022-07-31,23271.57
2022-08-01,22991.49
2022-08-02,22825.25
2022-08-03,22622.99
2022-08-04,23319.22
2022-08-05,22956.4
2022-08-06,23179.86
2022-08-07,23817.72
2022-08-08,23156.66
2022-08-09,23959.67
2022-08-10,23943.36
2022-08-11,24412.17
2022-08-12,24449.86
2022-08-13,24313.71
2022-08-14,24101.69
2022-08-15,23858.64
2022-08-16,23338.03
2022-08-17,23201.51
2022-08-18,20833.43
2022-08-19,21142.06
2022-08-20,21514.79
2022-08-21,21399.66
2022-08-22,21520.62
2022-08-23,21369.05
2022-08-24,21565.47
2022-08-25,20247.99
2022-08-26,20038.42
2022-08-27,19554.08
2022-08-28,20292.37
2022-08-29,19813.51
2022-08-30,20050.28
2022-08-31,20129.93
2022-09-01,19957.44
2022-09-02,19834.79
2022-09-03,20003.46
2022-09-04,19793.29
2022-09-05,18791.95
2022-09-06,19287.52
2022-09-07,19321.77
2022-09-08,21369.73
2022-09-09,21655.13
2022-09-10,21836.45
2022-09-11,22400.52
2022-09-12,20173.77
2022-09-13,20233.68
2022-09-14,19700.15
2022-09-15,19804.02
2022-09-16,20118.35
2022-09-17,19417.72
2022-09-18,19541.28
2022-09-19,18879.95
2022-09-20,18468.05
2022-09-21,19405.96
2022-09-22,19291.13
2022-09-23,18924.39
2022-09-24,18809.94
2022-09-25,19230.96
2022-09-26,19081.4
2022-09-27,19412.67
2022-09-28,19593.46
2022-09-29,19425.63
2022-09-30,19313.96
2022-10-01,19058.15
2022-10-02,19632.35
2022-10-03,20344.58
2022-10-04,20160.74
2022-10-05,19965.12
2022-10-06,19532.81
2022-10-07,19419.32
2022-10-08,19442.41
2022-10-09,19131.36
2022-10-10,19058.29
2022-10-11,19154.85
2022-10-12,19378.91
2022-10-13,19182.01
2022-10-14,19069.72
2022-10-15,19264.26
2022-10-16,19550.49
2022-10-17,19330.29
2022-10-18,19123.89
2022-10-19,19043.54
2022-10-20,19166.4
2022-10-21,19207.57
2022-10-22,19572.6
2022-10-23,19331.06
2022-10-24,20087.18
2022-10-25,20776.76
2022-10-26,20295.28
2022-10-27,20599.89
2022-10-28,20820.19
2022-10-29,20630.65
2022-10-30,20492.56
2022-10-31,20480.27
2022-11-01,20150.33
2022-11-02,20207.99
2022-11-03,21150.6
2022-11-04,21301.57
2022-11-05,20910.59
2022-11-06,20593.73
2022-11-07,18544.7
2022-11-08,15820.02
2022-11-09,17559.67
2022-11-10,17007.72
2022-11-11,16773.9
2022-11-12,16307.47
2022-11-13,16592.04
2022-11-14,16879.14
2022-11-15,16648.05
2022-11-16,16680.21
2022-11-17,16677.95
2022-11-18,16683.72
2022-11-19,16253.6
2022-11-20,15760.19
2022-11-21,16198.25
2022-11-22,16590.98
2022-11-23,16588.46
2022-11-24,16508.33
2022-11-25,16451.53
2022-11-26,16420.87
2022-11-27,16207.01
2022-11-28,16431.79
2022-11-29,17162.35
2022-11-30,16978.64
2022-12-01,17094.49
2022-12-02,16888.31
2022-12-03,17111.76
2022-12-04,16966.84
2022-12-05,17086.52
2022-12-06,16837.85
2022-12-07,17226.02
2022-12-08,17126.85
2022-12-09,17129.19
2022-12-10,17094.83
2022-12-11,17208.66
2022-12-12,17775.32
2022-12-13,17801.37
2022-12-14,17359.21
2022-12-15,16658.44
2022-12-16,16780.55
2022-12-17,16742.74
2022-12-18,16442.79
2022-12-19,16901.12
2022-12-20,16821.13
2022-12-21,16816.01
2022-12-22,16780.97
2022-12-23,16837.16
2022-12-24,16829.1
2022-12-25,16916.07
2022-12-26,16700.54
2022-12-27,16540.47
2022-12-28,16631.24
2022-12-29,16599.47
2022-12-30,16531.31
2022-12-31,16613.87
2023-01-01,16670.08
2023-01-02,16670.16
2023-01-03,16846.82
2023-01-04,16825.87
2023-01-05,16946.16
2023-01-06,16942.73
2023-01-07,17115.81
2023-01-08,17179.03
2023-01-09,17442.44
2023-01-10,17938.0
2023-01-11,18849.0
2023-01-12,19932.05
2023-01-13,20954.52
2023-01-14,20878.94
2023-01-15,21188.92
2023-01-16,21136.12
2023-01-17,20678.47
2023-01-18,21082.28
2023-01-19,22676.2
2023-01-20,22789.92
2023-01-21,22714.99
2023-01-22,22917.47
2023-01-23,22637.8
2023-01-24,23066.28
2023-01-25,23009.15
2023-01-26,23077.75
2023-01-27,23031.02
2023-01-28,23747.26
2023-01-29,22833.34
2023-01-30,23129.7
2023-01-31,23730.52
2023-02-01,23470.8
2023-02-02,23437.21
2023-02-03,23332.1
2023-02-04,22940.79
2023-02-05,22761.44
2023-02-06,23252.78
2023-02-07,22961.13
2023-02-08,21807.55
2023-02-09,21634.86
2023-02-10,21862.19
2023-02-11,21790.14
2023-02-12,21787.77
2023-02-13,22208.56
2023-02-14,24332.21
2023-02-15,23533.22
2023-02-16,24578.28
2023-02-17,24638.27
2023-02-18,24287.53
2023-02-19,24838.09
2023-02-20,24450.5
2023-02-21,24186.92
2023-02-22,23941.1
2023-02-23,23189.78
2023-02-24,23168.68
2023-02-25,23557.29
2023-02-26,23492.86
2023-02-27,23137.23
2023-02-28,23642.8
2023-03-01,23467.23
2023-03-02,22360.92
2023-03-03,22353.23
2023-03-04,22434.09
2023-03-05,22410.79
2023-03-06,22201.44
2023-03-07,21704.74
2023-03-08,20370.48
2023-03-09,20206.71
2023-03-10,20613.6
2023-03-11,22183.71
2023-03-12,24207.1
2023-03-13,24757.56
2023-03-14,24372.11
2023-03-15,25049.83
2023-03-16,27441.41
2023-03-17,26973.46
2023-03-18,28040.29
2023-03-19,27807.05
2023-03-20,28188.11
2023-03-21,27316.18
2023-03-22,28345.7
2023-03-23,27493.01
2023-03-24,27492.83
2023-03-25,27995.16
2023-03-26,27146.01
2023-03-27,27266.08
2023-03-28,28355.7
2023-03-29,28040.71
2023-03-30,28474.62
2023-03-31,28468.49
2023-04-01,28187.85
2023-04-02,27809.04
2023-04-03,28177.23
2023-04-04,28180.06
2023-04-05,28043.49
2023-04-06,27927.8
2023-04-07,27953.93
2023-04-08,28340.68
2023-04-09,29655.75
2023-04-10,30226.45
2023-04-11,29905.56
2023-04-12,30407.76
2023-04-13,30491.71
2023-04-14,30321.55
2023-04-15,30322.37
2023-04-16,29446.34
2023-04-17,30395.53
2023-04-18,28821.91
2023-04-19,28248.11
2023-04-20,27261.17
2023-04-21,27820.73
2023-04-22,27596.85
2023-04-23,27520.93
2023-04-24,28308.07
2023-04-25,28432.89
2023-04-26,29483.94
2023-04-27,29339.99
2023-04-28,29251.2
2023-04-29,29236.81
2023-04-30,28086.77
2023-05-01,28694.7
2023-05-02,29041.65
2023-05-03,28865.72
2023-05-04,29548.51
2023-05-05,28943.98
2023-05-06,28572.81
2023-05-07,27783.42
2023-05-08,27680.21
2023-05-09,27628.73
2023-05-10,26991.62
2023-05-11,26807.09
2023-05-12,26788.88
2023-05-13,26931.44
2023-05-14,27176.27
2023-05-15,27036.57
2023-05-16,27406.21
2023-05-17,26823.31
2023-05-18,26888.42
2023-05-19,27118.54
2023-05-20,26755.17
2023-05-21,26855.4
2023-05-22,27224.7
2023-05-23,26326.17
2023-05-24,26480.21
2023-05-25,26719.7
2023-05-26,26872.59
2023-05-27,28077.57
2023-05-28,27746.07
2023-05-29,27703.56
2023-05-30,27220.17
2023-05-31,26825.73
2023-06-01,27251.14
2023-06-02,27078.3
2023-06-03,27125.24
2023-06-04,25740.46
2023-06-05,27269.02
2023-06-06,26348.91
2023-06-07,26509.09
2023-06-08,26483.81
2023-06-09,25856.18
2023-06-10,25937.58
2023-06-11,25905.64
2023-06-12,25928.94
2023-06-13,25125.73
2023-06-14,25574.36
2023-06-15,26330.59
2023-06-16,26510.43
2023-06-17,26338.0
2023-06-18,26842.09
2023-06-19,28319.35
2023-06-20,30000.55
2023-06-21,29892.81
2023-06-22,30705.39
